[Blood Pact modifiers]|||||||||||
blood_pact_prime_evil_parts|Prime Evil part drop rate|Prime Evil -osien pudotusprosentit|Taxas de queda de partes do Mal Primordial|Скорость выпадения частей Prime Evil|章節BOSS的部位掉落率|プライム イービル パーツのドロップ率|프라임 이블 파트 드랍률|Dropraten für Ürbosen-Teile|Taux d'apparition des pièces du Mal primordial|Probabilidad de caída de partes de Mal Primario|Szansa na drop części Prime Evil
blood_pact_rune_rate|Rune drop rate|Riimujen pudotusnopeudet|Taxas de queda de Runas|Скорость выпадения рун|符文掉落率|ルーンのドロップ率|룬 드랍률|Runen Droprate|Taux d'apparition des runes|Probabilidad de caída de Runas|Szansa na drop run
blood_pact_extra_sub_skills|Extra sub skill points|Ylimääräiset osataitopisteet|Pontos extras de sub-habilidade|Дополнительные очки дополнительных навыков|額外的分支技能點數|追加のサブスキル ポイント|추가 서브 스킬 포인트|Zusätzliche Nebenfertigkeitspunkte|Points de sous-compétence supplémentaires|Puntos de sub-habilidades extras|Dodatkowe punkty podumiejętności
blood_pact_chaos_tower_spawn_rate|Chaos Tower spawn rate|Chaos Towerin syntymisnopeus|Taxa de geração da Torre do Caos|Скорость появления Chaos Tower|混沌之塔的生成機率|カオス タワーの出現率|카오스 타워 생성률|Spawnrate für Chaostürme|Taux d'apparition de la Tour du Chaos|Tasa de aparición de la Torre del Caos|Szansa na spawn Chaos Tower
blood_pact_eternal_battle_field_rate|Battle Field spawn rate|Taistelukentän syntymisnopeus|Taxa de geração do Campo de Batalha|Скорость появления Battle Field|永恆戰場的生成機率|戦闘フィールドの出現率|전장 생성률|Spawnrate für Schlachtfelder|Taux d'apparition du Champ de bataille|Tasa de aparición del Campo de Batalla|Szansa na spawn Battle Field
blood_pact_rift_rate|Rift spawn rate|Rift spawn rate|Taxa de geração da Fenda|Скорость появления Rift|不穩定裂縫的生成機率|リフトの出現率|균열 생성률|Spawnrate für Risse|Taux d'apparition des Faille|Tasa de aparición de Grietas|Szansa na spawn Rift
blood_pact_dungeon_key_rate|Dungeon Key drop rate|Dungeon Key -pudotusnopeus |Taxa de geração da Chave da Masmorra|Скорость выпадения Dungeon Key|地城鑰匙掉落率|ダンジョン キーのドロップ率|던전 열쇠 드랍률|Dungeonschlüssel Droprate|Taux d'apparition des Clés de donjon|Probabilidad de caída de Llave de Mazmorra|Szansa na drop Dungeon Key
blood_pact_disable_uniques|Disable unique drops|Poista käytöstä ainutlaatuiset dropit|Desativar itens únicos|Отключить уникальные выпадения|禁用獨特掉落|固有ドロップを無効化|유니크 드롭 비활성화|Einzigartige Beute deaktivieren|Désactiver les objets uniques|Deshabilitar caídas de objetos únicos|Wyłącz drop unikalnych przedmiotów
blood_pact_colosseum_fragments|Colosseum Fragments needed|Colosseum Fragmentteja tarvitaan|Fragmentos do Coliseu necessários|Необходимы фрагменты Колизея|所需鬥獸場碎片|必要なコロシアムフラグメント|콜로세움 조각 필요|Benötigte Kolosseumfragmente|Fragments du Colisée requis|Fragmentos de Coliseo necesarios|Wymagane Colosseum Fragments
blood_pact_satanic_rate|Satanic drop rate|Saatanallinen pudotusnopeus|Taxa de itens satânicos|Скорость выпадения сатанинских предметов|惡魔裝備掉落率|サタニックドロップ率|사탄 트롭률|Satanische Droprate|Taux d'abandon satanique |Probabilidad de caída de Satánicos|Szansa na drop Satanic
blood_pact_relic_rate|Relic drop rate|Relic-pudotusnopeus|Taxa de itens de relíquias|Скорость выпадения реликвий|遺物掉落率|レリックドロップ率|유물 드랍률|Relikt Droprate|Taux d'obtention de reliques|Probabilidad de caída de Reliquias|Szansa na drop reliktów
blood_pact_gold_rate|Extra Gold per Monster kill|Ylimääräistä kultaa per hirviön tappo|Ouro extra por monstro morto|Дополнительное золото за убийство монстра|擊殺怪物額外獲得金幣|モンスターを倒すごとにゴールド追加獲得|몬스터 처치시 추가 골드|Extra-Gold pro Monster-Kill|Or supplémentaire par monstre tué|Oro extra por muerte de Monstruo|Dodatkowe złoto za zabicie potwora
blood_pact_boss_gem_rate|Boss Gem drop rate|Boss Gem -pudotusnopeus|Taxa de itens de gemas do chefe|Скорость выпадения драгоценных камней босса|BOSS寶石掉落率|ボスジェムドロップ率|보스 젬 드랍률|Boss-Edelstein Droprate|Taux d'obtention de gemmes de boss|Probabilidad de caída de Gemas de Jefe|Szansa na drop Boss Gem
blood_pact_angelic_rune_rate|Angelic Rune drop rate|Enkeliriimun pudotusnopeus|Taxa de itens de runas angelicais|Скорость выпадения ангельских рун|天使符文掉落率|エンジェリックルーンドロップ率|천사 룬 드랍률|Engelsrunen Droprate|Taux d'obtention de runes angéliques|Probabilidad de caída de Runas Angélicas|Szansa na drop Angelic Rune
blood_pact_extra_ore|Extra ore drops|Ylimääräisiä malmipisaroita|Itens extras de minério|Дополнительные выпадения руды|額外礦石掉落率|鉱石ドロップ追加|추가 광물 드랍률|Extra-Erzbeute|Objets de minerai supplémentaires|Caída extra de minerales|Dodatkowe dropy rudy
blood_pact_bifrost_key_rate|Bifröst Key drop rate|Bifröst-avaimen pudotusnopeus|Taxa de itens de chaves Bifröst|Скорость выпадения ключа Bifröst|彩虹橋鑰匙掉落率|ビフロストキードロップ率|비프로스트 열쇠 드랍률|Bifröst-Schlüssel Droprate|Taux d'obtention de clés Bifröst|Probabilidad de caída de Llaves Bifröst|Szansa na drop Bifröst Key
blood_pact_monster_life|Extra Monster life|Ylimääräistä hirviöelämää|Vida extra do monstro|Дополнительная жизнь монстра|額外怪物生命值|モンスターライフ追加|추가 몬스터 생명력|Extra-Monsterleben|Vies supplémentaires des monstres|Vida extra de Monstruos|Dodatkowe życie potworów
blood_pact_monster_damage|Extra Monster damage|Ylimääräinen hirviövaurio|Dano extra do monstro|Дополнительный урон монстру|額外怪物傷害|モンスターダメージ追加|추가 몬스터 데미지|Extra-Monsterschaden|Dégâts supplémentaires des monstres|Daño extra de Monstruos|Dodatkowe obrażenia potworów
blood_pact_scroll_of_ra|Scroll of Ra drop rate|Selaa Ra-pudotusnopeutta|Taxa de itens de pergaminhos de Ra|Скорость выпадения свитка Ра|拉之捲軸掉落率|ラーの巻物ドロップ率|라 스크롤 드랍률|Schriftrolle des Ra|Taux d'obtention de parchemins de Râ|Probabilidad de caída de Pergaminos de Ra|Szansa na drop Scroll of Ra
blood_pact_orb_rate|Orb drop rate|Orb pudotusnopeus |Taxa de itens de orbes |Скорость выпадения сферы |寶珠掉落率 |オーブドロップ率 |오브 드랍률|Kodexkugel Droprate|Taux d'obtention d'orbes |Probabilidad de caída de Orbes|Szansa na drop Orb
|||||||||||
[Blood Pact]|||||||||||
blood_pact_leave_prompt|Are you sure you want to leave the Blood Pact? You can not return unless you are invited again.|Oletko varma, että haluat erota verivalasta? Et voi palata, ellei sinua kutsuta uudelleen.|Tem certeza de que deseja sair do Pacto de Sangue? Você não pode retornar a menos que seja convidado novamente.|Вы уверены, что хотите покинуть Blood Pact? Вы не сможете вернуться, если вас не пригласят снова.|您確定要退出血契聯盟嗎？除非您再次受到邀請，否則您將無法返回該血契聯盟。|血の契約を脱退してもよろしいですか? 再度招待されない限り、戻ることはできません。|블러드 팩트를 떠나시겠습니까? 다시 초대받지 않는 한 돌아올 수 없습니다.|Möchten Sie den Blutpakt wirklich verlassen? Sie können nicht zurückkehren, es sei denn, Sie werden erneut eingeladen.|Êtes-vous sûr de vouloir quitter le pacte de sang ? Vous ne pouvez pas revenir à moins d'être invité à nouveau.|¿Estás seguro de que quieres abandonar el Pacto de Sangre? No podrás regresar a menos que te inviten de nuevo.|Czy na pewno chcesz opuścić Blood Pact? Nie będziesz mógł wrócić, dopóki nie zostaniesz ponownie zaproszony.
blood_pact_start_prompt|Are you sure you want to start the Blood Pact?|Oletko varma, että haluat aloittaa verivalan?|Tem certeza de que deseja iniciar o Pacto de Sangue?|Вы уверены, что хотите начать Blood Pact?|您確定要開始血契嗎？|血の契約を開始してもよろしいですか?|블러드 팩트를 시작하시겠습니까?|Möchten Sie den Blutpakt wirklich beginnen?|Êtes-vous sûr de vouloir commencer le pacte de sang ?|¿Estás seguro de que quieres iniciar el Pacto de Sangre?|Czy na pewno chcesz rozpocząć Blood Pact?
blood_pact_join_prompt|Are you sure you want to join this Blood Pact?|Oletko varma, että haluat liittyä tähän verivalaan?|Tem certeza de que deseja participar deste Pacto de Sangue?|Вы уверены, что хотите присоединиться к этому Blood Pact?|您確定要加入這個血契嗎？|この血の契約に参加してもよろしいですか?|이 블러드 팩트에 가입하시겠습니까?|Möchten Sie diesem Blutpakt wirklich beitreten?|Êtes-vous sûr de vouloir rejoindre ce pacte de sang ?|¿Estás seguro de que quieres unirte a este Pacto de Sangre?|Czy na pewno chcesz dołączyć do tego Blood Pact?
blood_pact_enter_account|Enter account id|Anna tilin tunnus|Insira o ID da conta|Введите идентификатор учетной записи|輸入帳號 ID|アカウント ID を入力してください|계정 ID를 입력하세요|Geben Sie die Konto-ID ein|Entrez l'identifiant du compte|Introduce la ID de cuenta.|Wpisz ID konta
blood_pact_invite_send_success|[c_red][wavy]Invite sent succesfully![c_reset][shake_reset]|[c_red][wavy]Kutsu lähetetty onnistuneesti![c_reset][shake_reset]|[c_red][wavy]Convite enviado com sucesso![c_reset][shake_reset]|[c_red][wavy]Приглашение успешно отправлено![c_reset][shake_reset]|[c_red][wavy]邀請發送成功！[c_reset][shake_reset]|[c_red][wavy]招待が正常に送信されました![c_reset][shake_reset]|[c_red][wavy]초대가 성공적으로 전송되었습니다![c_reset][shake_reset]|[c_red][wavy]Einladung erfolgreich gesendet![c_reset][shake_reset]|[c_red][wavy]Invitation envoyée avec succès ![c_reset][shake_reset]|¡[c_red][wavy]Invitación enviada con éxito![c_reset][shake_reset]|[c_red][wavy]Zaproszenie wysłane pomyślnie![c_reset][shake_reset]
blood_pact_invite_send_failed|[c_red]Invite send failed...[c_reset]|[c_red]Kutsun lähetys epäonnistui...[c_reset]|[c_red]Falha no envio do convite...[c_reset]|[c_red]Отправка приглашения не удалась...[c_reset]|[c_red]邀請發送失敗...[c_reset]|[c_red]招待の送信に失敗しました...[c_reset]|[c_red]초대 전송 실패...[c_reset]|[c_red]Einladung konnte nicht gesendet werden...[c_reset]|[c_red]Envoi de l'invitation échoué...[c_reset]|[c_red]Fallo al enviar la invitación...[c_reset]|[c_red]Wysyłanie zaproszenia nie powiodło się...[c_reset]
blood_pact_custom_modifiers|Your [c_red]Custom Modifiers[c_reset]|Omat [c_red]muokkauksesi:[c_reset]|Seus [c_red]Modificadores personalizados:[c_reset]|Ваши [c_red]Пользовательские модификаторы:[c_reset]|您的 [c_red]自定義修飾詞：[c_reset]|[c_red]カスタム修飾子:[c_reset]|귀하의 [c_red]커스텀 수정자:[c_reset]|Ihre [c_red]Benutzerdefinierten Modifikatoren:[c_reset]|Vos [c_red]Modificateurs personnalisés :[c_reset]|Tus [c_red]Modificadores Personalizados:[c_reset]|Twoje [c_red]niestandardowe modyfikatory[c_reset]
blood_pact_extend|Extend|Lisää kestoa|Estender|Продлить|延長|延長|연장|Verlängern|Prolonger|Extender|Przedłuż
blood_pact_expand|Expand|Laajenna|Expandir |Расширять |擴充 |拡大|확대|Expandieren|Développer |Expandir|Rozszerz
blood_pact_ends|Blood Pact ends:|Verivala päättyy:|Pacto de Sangue termina:|Blood Pact заканчивается:|血契結束：|血の契約終了:|블러드 팩트 계약 종료:|Blutspakt endet:|Le pacte de sang se termine :|El Pacto de Sangre termina:|Blood Pact kończy się:
blood_pact_ended|Blood Pact ended|Verivala päättyi|Pacto de Sangue terminou|Blood Pact закончился|血契結束|血の契約が終了しました|블러드 팩트 종료|Blutpakt beendet|Le pacte de sang s'est terminé|Pacto de Sangre terminado|Blood Pact zakończony
blood_pact_invite_one|Blood Pact invite|Verivalakutsu|Convite de Pacto de Sangue|Blood Pact приглашение|血契邀請|血の契約の招待|블러드 팩트 초대|Blutpakt-Einladung|Invitation au pacte de sang|Invitación de Pacto de Sangre|Zaproszenie do Blood Pact
blood_pact_invite_many|Blood Pact invites|Verivalakutsut|Convites de Pacto de Sangue |Blood Pact приглашения |血契邀請 |血の契約の招待|블러드 팩트 초대|Blutpakt-Einladungen|Invitations au pacte de sang |Invitaciones de Pacto de Sangre|Zaproszenia do Blood Pact
blood_pact_edit_available_one|Edit available|Muokkaus saatavilla|Edição disponível|Доступно редактирование|可編輯|編集可能|수정 가능|Bearbeitung möglich|Modification disponible|Edición disponible|Dostępna edycja
blood_pact_edit_available_many|Edits available|Muokkaus saatavilla|Edições disponíveis|Доступны правки|可編輯|編集可能です|수정 가능|Bearbeitungen möglich|Modifications disponibles|Ediciones disponibles|Dostępne edycje
blood_pact_list_own|Your Blood Pacts|Verisopimuksesi|Seus Pactos de Sangue|Ваши Кровавые пакты|你的血契|あなたの血の契約|당신의 블러드 팩트|Deine Blutpakte|Vos pactes de sang|Tus Pactos de Sangre|Twoje Blood Pacts
blood_pact_extend_prompt|Are you sure you want to extend the pact and consume a Blood Pact token?|Haluatko varmasti jatkaa sopimusta ja käyttää verisopimusmerkin? |Tem certeza de que deseja estender o pacto e consumir uma ficha de Pacto de Sangue? |Вы уверены, что хотите продлить пакт и использовать жетон Кровавого пакта? |你確定要延長契約並消耗血契令牌嗎？ |この契約を延長し、血の契約トークンを消費してもよろしいですか？|이 계약을 연장하고 블러드 팩트 토큰을 소비할까요?|Möchtest du den Pakt wirklich verlängern und einen Blutpakt-Token verbrauchen?|Êtes-vous sûr de vouloir prolonger le pacte et consommer un jeton Pacte de sang ? |¿Estás seguro de que quieres extender el pacto y consumir una ficha del Pacto de Sangre?|Czy na pewno chcesz przedłużyć pakt i zużyć token Blood Pact?
|||||||||||
|||||||||||
blood_pact_create_title|Create a Blood Pact|Luo verivala|Crie um Pacto de Sangue|Создать Blood Pact|創建血契|血の契約の作成|블러드 팩트 만들기|Einen Blutpakt gründen|Créer un pacte de sang|Crear un Pacto de Sangre|Utwórz Blood Pact
blood_pact_expand_title|Expand your Blood Pact|Laajenna verivalaasi|Expanda seu Pacto de Sangue |Расширьте свой Кровавый Договор |擴大你的血契 |血の契約を拡大する|당신의 블러드 팩트를 확대|Erweitern Sie Ihren Blutpakt|Élargissez votre pacte de sang |Extiende tu Pacto de Sangre|Rozszerz swój Blood Pact
blood_pact_create_info|What is a [c_red]Blood Pact[c_reset]?[nl][nl][c_red]Blood Pact[c_reset] is a customizable private league game mode.[nl][nl]They come in six sizes, in which [c_coin]10 to 250 friends[c_reset] can play together.[nl][c_red]Blood Pact[c_reset] lasts for [c_coin]15 days[c_reset]. After creation, the pact modifiers can be adjusted before starting the 15 day timer.[nl]The pact can also be extended after starting by using more [c_red]Blood Pact[c_reset] tokens.[nl][nl]Customizations include [c_aqua]drop rates[c_reset], [c_yellow]experience gain[c_reset], monster density and much more.[nl][nl]You can also manage your pending [c_red]Blood Pact[c_reset] invites here. You can be a part of up to [c_coin]20[c_reset] [c_red]Blood Pacts[c_reset] at the same time.|Mikä on [c_red]verivala[c_reset]?[nl][nl][c_red]Verivala[c_reset] on muokattavissa oleva yksityinen liigapelitila.[nl][nl]Niitä on kuusi kokoa, joihin voit kutsua joko [c_coin]10, 20, 30, 50, 100 tai 250 ystävää[c_reset].[nl][c_red]Blood Pact[c_reset] kestää [c_coin]15 päivää[c_reset]. Luomisen jälkeen sopimuksen modifioijia voidaan säätää ennen 15 päivän ajastimen käynnistämistä.[nl]Sopimusta voidaan jatkaa myös aloittamisen jälkeen ostamalla lisää [c_red]Blood Pact[c_reset] -tunnuksia.[nl][nl]Mukautukset sisältävät [c_aqua]drop rates[c_reset], [c_yellow]experience gain[c_reset] ja paljon lisää.[nl][nl]Voit myös hallinnoida odottavia [c_red]Blood Pact[c_reset] -kutsujasi täällä. |O que é um [c_red]Pacto de Sangue[c_reset]?[nl][nl][c_red]Pacto de Sangue[c_reset] é um modo de jogo de liga privada personalizável.[nl][nl]Eles vêm em seis tamanhos, para os quais você pode convidar [c_coin]10, 20, 30, 50, 100 ou 250 amigos[c_reset].[nl][c_red]Pacto de Sangue[c_reset] dura [c_coin]15 dias[c_reset]. Após a criação, os modificadores do pacto podem ser ajustados antes de iniciar o cronômetro de 15 dias.[nl]O pacto também pode ser estendido após o início comprando mais tokens de [c_red]Pacto de Sangue[c_reset].[nl][nl]As personalizações incluem [c_aqua]taxas de queda[c_reset], [c_yellow]ganho de experiência[c_reset], densidade de monstros e muito mais.[nl][nl]Você também pode gerenciar seus convites pendentes de [c_red]Pacto de Sangue[c_reset] aqui. |Что такое [c_red]Кровавый пакт[c_reset]?[nl][nl][c_red]Кровавый пакт[c_reset] — это настраиваемый режим игры в частной лиге.[nl][nl]Они бывают шести размеров, в которые вы можете пригласить [c_coin]10, 20, 30, 50, 100 или 250 друзей[c_reset].[nl][c_red]Кровавый пакт[c_reset] длится [c_coin]15 дней[c_reset]. После создания модификаторы пакта можно настроить до начала 15-дневного таймера.[nl]Пакт также можно продлить после начала, купив больше токенов [c_red]Пакта крови[c_reset].[nl][nl]Настройки включают [c_aqua]скорость выпадения[c_reset], [c_yellow]прирост опыта[c_reset], плотность монстров и многое другое.[nl][nl]Вы также можете управлять своими ожидающими приглашениями [c_red]Пакта крови[c_reset] здесь. |什麼是[c_red]血契[c_reset]？[nl][nl][c_red]血契[c_reset]是一種可自訂的私人賽季遊戲模式。[nl][nl]血契有六種規模，你可以邀請[c_coin]10、20、30、50、100 或 250 位好友[c_reset]。[nl][c_red]血契[c_reset]持續[c_coin]15 天[c_reset]。創建後，可以在開始 15 計時器之前調整契約修正詞。[nl]契約也可以在開始後透過購買更多 [c_red]血契[c_reset] 代幣來延長。[nl][nl]自定義包括 [c_aqua]掉落率[c_reset]、[c_yellow]經驗值增加[c_reset]、怪物密度等等。[nl][nl]您也可以在此處管理待處理的 [c_red]血契[c_reset] 邀請。 |[c_red]血の契約[c_reset]とは何ですか？[nl][nl][c_red]血の契約[c_reset]はカスタマイズ可能なプライベートリーグゲームモードです。[nl][nl]6つのサイズがあり、[c_coin]10、20、30、50、100、または250人の友達[c_reset]を招待できます。[nl][c_red]血の契約[c_reset]は[c_coin]15日間[c_reset]続きます。作成後、15 日間のタイマーが開始する前に、契約の修飾語を調整できます。[nl]契約は開始後に、[c_red]血の契約[c_reset] トークンをさらに購入することで延長することもできます。[nl][nl]カスタマイズには、[c_aqua]ドロップ率[c_reset]、[c_yellow]経験値獲得[c_reset]、モンスターの密度などが含まれます。[nl][nl]保留中の [c_red]血の契約[c_reset] 招待もここで管理できます。 |[c_red]블러드 팩트[c_reset]이란 무엇인가요?[nl][nl][c_red]블러드 팩트[c_reset]은 사용자 지정이 가능한 개인 리그 게임 모드입니다.[nl][nl]6가지 크기로 제공되며, [c_coin]10명, 20명, 30명, 50명, 100명 또는 250명의 친구[c_reset]를 초대할 수 있습니다.[nl][c_red]블러드 팩트[c_reset]은 [c_coin]15일[c_reset] 동안 지속됩니다. 생성 후, 15일 타이머가 시작되기 전에 계약 수정자를 조정할 수 있습니다.[nl]계약은 추가 [c_red]혈액 계약[c_reset] 토큰을 구매하여 시작한 후에도 연장할 수 있습니다.[nl][nl]사용자 지정에는 [c_aqua]드랍률[c_reset], [c_yellow]경험치 획득[c_reset], 몬스터 밀도 등이 포함됩니다.[nl][nl]보류 중인 [c_red]혈액 계약[c_reset] 초대도 여기에서 관리할 수 있습니다. |Was ist ein [c_red]Blutpakt[c_reset]?[nl][nl][c_red]Blutpakt[c_reset] ist ein anpassbarer privater Liga-Spielmodus.[nl][nl]Es gibt sechs Größen, zu denen Sie entweder [c_coin]10, 20, 30, 50, 100 oder 250 Freunde[c_reset] einladen können.[nl][c_red]Blutpakt[c_reset] dauert [c_coin]15 Tage[c_reset]. Nach der Erstellung können die Paktmodifikatoren angepasst werden, bevor der 15-Tage-Timer gestartet wird.[nl]Der Pakt kann nach dem Start auch verlängert werden, indem weitere [c_red]Blutpakt[c_reset]-Token gekauft werden.[nl][nl]Zu den Anpassungen gehören [c_aqua]Drop-Raten[c_reset], [c_yellow]Erfahrungsgewinn[c_reset], Monsterdichte und vieles mehr.[nl][nl]Sie können hier auch Ihre ausstehenden [c_red]Blutpakt[c_reset]-Einladungen verwalten.|Qu'est-ce qu'un [c_red]Pacte de sang[c_reset] ?[nl][nl][c_red]Pacte de sang[c_reset] est un mode de jeu de ligue privée personnalisable.[nl][nl]Ils sont disponibles en six tailles, auxquelles vous pouvez inviter soit [c_coin]10, 20, 30, 50, 100 ou 250 amis[c_reset].[nl][c_red]Pacte de sang[c_reset] dure [c_coin]15 jours[c_reset]. Après la création, les modificateurs du pacte peuvent être ajustés avant de démarrer le minuteur de 15 jours.[nl]Le pacte peut également être prolongé après le démarrage en achetant plus de jetons [c_red]Pacte de sang[c_reset].[nl][nl]Les personnalisations incluent les taux de drop [c_aqua][c_reset], le gain d'expérience [c_yellow][c_reset], la densité des monstres et bien plus encore.[nl][nl]Vous pouvez également gérer vos invitations [c_red]Pacte de sang[c_reset] en attente ici. |¿Qué es un [c_red]Pacto de Sangre[c_reset]? Un [nl][nl][c_red]Pacto de Sangre[c_reset] es un modo de juego de liga privada personalizable. Donde puedes invitar a tus amigos en sus seis tamaños diferentes. [c_coin]10, 20, 30, 50, 100 o 250 amigos.[c_reset] Cada [c_red]Pacto de Sangre[c_reset] dura [c_coin]15 días[c_reset]. Después de crearlo, podés ajustar sus modificadores antes de que empiece la cuenta regresiva de 15 días. También puedes extender la duración del pacto después de que empiece, comprando más fichas de [c_red]Pacto de Sangre[c_reset]. [nl][nl]Las opciones de personalización incluyen las [c_aqua]tasas de caída de objetos[c_reset], la [c_yellow]ganancia de experiencia[c_reset], la densidad de monstruos y mucho más.[nl][nl]Desde aquí puedes gestionar las invitaciones pendientes de tus [c_red]Pactos de Sangre[c_reset].|Co to jest [c_red]Blood Pact[c_reset]?[nl][nl][c_red]Blood Pact[c_reset] to konfigurowalny tryb prywatnej ligi.[nl][nl]Dostępne są sześć rozmiarów, w których [c_coin]10 do 250 przyjaciół[c_reset] może grać razem.[nl][c_red]Blood Pact[c_reset] trwa [c_coin]15 dni[c_reset]. Po utworzeniu modyfikatory paktu można dostosować przed uruchomieniem 15-dniowego timera.[nl]Pakt można również przedłużyć po rozpoczęciu za pomocą dodatkowych tokenów [c_red]Blood Pact[c_reset].[nl][nl]Dostosowania obejmują [c_aqua]szanse na drop[c_reset], [c_yellow]zdobywanie doświadczenia[c_reset], gęstość potworów i wiele więcej.[nl][nl]Możesz również zarządzać oczekującymi zaproszeniami do [c_red]Blood Pact[c_reset]. Jednocześnie możesz być częścią maksymalnie [c_coin]20[c_reset] [c_red]Blood Pactów[c_reset].
